,title,movieId
1054,The Texas Chain Saw Massacre,4259
1055,Father and Daughter,4261
1056,Beautiful Thing,4273
1057,Chariots of Fire,4295
1058,百变星君,4301
1059,鹬蚌相争,4303
1060,Boys Don't Cry,4314
1061,Die Hard 2,4317
1062,Baraka,4324
1063,Back to the Future,4328
1064,赌侠,4333
1065,童年往事,4337
1066,太陽を盗んだ男,4340
1067,Groundhog Day,4354
1068,买凶拍人,4356
1069,Con Air,4357
1070,The Terminator,4369
1071,Space Jam,4370
1072,没事偷着乐,4377
1073,Kramer vs. Kramer,4379
1074,上意討ち －拝領妻始末－,4401
1075,枪火,4402
1076,座頭市,4407
1077,Notorious,4414
1078,I vitelloni,4422
1079,トップをねらえ！,4430
1080,La reine Margot,4434
1081,Tabiate bijan,4439
1082,Rosetta,4441
1083,Mayis sikintisi,4442
1084,Tokyo boshoku,4447
1085,Alien,4462
1086,赌神,4470
1087,城南舊事,4477
1088,Morte a Venezia,4486
1089,Superman,4488
1090,The Ice Storm,4496
1091,A Walk in the Clouds,4504
1092,La ley del deseo,4509
1093,Mujeres al borde de un ataque de nervios,4510
1094,Il Conformista,4513
1095,Novecento,4514
1096,Tystnaden,4516
1097,Le grand bleu,4518
1098,Le samouraï,4523
1099,Солярис,4528
1100,A Perfect World,4537
1101,Sto dnej posle detstva,4550
1102,Giù la testa,4551
1103,Gangs of New York,4569
1104,Gloomy Sunday - Ein Lied von Liebe und Tod,4590
1105,Madame de...,4598
1106,空山灵雨,4603
1107,Tokyo orimpikku,4604
1108,Point Break,4614
1109,卧虎藏龙,4620
1110,Billy Elliot,4621
1111,Snatch,4623
1112,Pride and Prejudice,4626
1113,少林寺,4635
1114,White Heat,4641
1115,I Confess,4648
1116,Rope,4649
1117,Dial M for Murder,4650
1118,The Man Who Knew Too Much,4652
1119,Dekalog,4661
1120,Les glaneurs et la glaneuse,4672
1121,古惑仔3之只手遮天,4673
1122,Pocahontas,4701
1123,The Italian Job,4702
1124,Water boys,4709
1125,From Dusk Till Dawn,4733
1126,Indiana Jones and the Temple of Doom,4752
1127,Men in Black,4757
1128,The Others,4763
1129,The Age of Innocence,4767
1130,The Little Girl Who Lives Down the Lane,4779
1131,Night on Earth,4787
1132,The Crucible,4789
1133,Sister Act,4792
1134,Jackass: The Movie,4817
1135,Ocean's Eleven,4823
1136,Bitter Moon,4825
1137,Death and the Maiden,4838
1138,Husbands and Wives,4846
1139,What's Eating Gilbert Grape,4847
1140,Scream,4853
1141,Les parapluies de Cherbourg,4861
1142,Repulsion,4862
1143,Les Demoiselles de Rochefort,4863
1144,Belle de jour,4864
1145,Mauvais sang,4883
1146,Un coeur en hiver,4891
1147,American Psycho,4909
1148,Hamlet,4911
1149,Sunshine,4919
1150,Enemy at the Gates,4920
1151,Rosencrantz and Guildenstern Are Dead,4929
1152,Hannibal,4930
1153,The Lion King,4933
1154,Fantasia/2000,4949
1155,Down by Law,4959
1156,The Cure,4962
1157,Nineteen Eighty-Four,4970
1158,Невероятные приключения итальянцев в России,4974
1159,Утомлённые солнцем,4978
1160,The Family Man,4986
1161,Chocolat,4990
1162,Orlando,4995
1163,خانه ي دوست كجاست؟,4997
1164,Abre los ojos,4999
1165,秋天的童話,5005
1166,Hedwig and the Angry Inch,5012
1167,大醉俠,5018
1168,PicNic,5019
1169,Otesánek,5037
1170,オーディション,5061
1171,Hiroshima mon amour,5062
1172,金枝玉叶2,5063
1173,"Paris, Texas",5067
1174,生きものの記録,5068
1175,Летят журавли,5076
1176,乱れ雲,5079
1177,逃学威龙,5082
1178,Death on the Nile,5087
1179,十二夜,5093
1180,Il Posto,5097
1181,新獨臂刀,5099
1182,The Naked Gun: From the Files of Police Squad!,5124
1183,热带鱼,5127
1184,Stachka,5129
1185,Adaptation.,5133
1186,Служебный Роман,5138
1187,神女,5142
1188,Sissi - Die junge Kaiserin,5150
1189,Taxi 2,5162
1190,Sanatorium pod klepsydra,5163
1191,Русский ковчег,5167
1192,Don't Look Now,5172
1193,Original Sin,5174
1194,Road to Perdition,5183
1195,Out of the Past,5187
1196,"Honey, I Shrunk the Kids",5200
1197,Carne trémula,5206
1198,赵先生,5211
1199,Mouchette,5225
1200,喜剧之王,5230
1201,PTU,5234
1202,表姐，妳好嘢！,5235
1203,宋家皇朝,5241
1204,The Matrix Revolutions,5246
1205,麦兜故事,5251
1206,Såsom i en spegel,5257
1207,摩登保镖,5264
1208,Per un pugno di dollari,5269
1209,Blood Simple.,5276
1210,Another Woman,5294
1211,Haruka naru yama no yobigoe,5296
1212,HANA-BI,5312
1213,奇門遁甲,5318
1214,The Powerpuff Girls Movie,5321
1215,人鱼传说,5329
1216,Conte d'été,5330
1217,飞鹰计划,5362
1218,アキラ,5368
1219,Le Pas suspendu de la cigogne,5378
1220,Die Abenteuer des Prinzen Achmed,5391
1221,Roma,5392
1222,Artificial Intelligence: AI,5400
1223,天浴,5403
1224,风月,5420
1225,儿子的大玩偶,5434
1226,にっぽん昆虫記,5435
1227,The Old Man and the Sea,5442
1228,戲夢人生,5449
1229,Mr. Bean,5458
1230,赌侠II上海滩赌圣,5466
1231,Pearl Harbor,5468
1232,Sciuscià,5473
1233,Сибирский цирюльник,5475
1234,Mona Lisa Smile,5478
1235,Himalaya - l'enfance d'un chef,5484
1236,بچههای آسمان,5487
1237,Kolja,5492
1238,Lust och fägring stor,5496
1239,Пред дождот,5500
1240,喜宴,5501
1241,Урга,5502
1242,37°2 le matin,5511
1243,Otac na sluzbenom putu,5514
1244,泥の河,5523
1245,Москва слезам не верит,5524
1246,影武者,5525
1247,Cet obscur objet du désir,5529
1248,Sandakan 8,5531
1249,А зори здесь тихие,5533
1250,どですかでん,5535
1251,Indagine su un cittadino al di sopra di ogni sospetto,5536
1252,Ostre sledované vlaky,5538
1253,怪談,5540
1254,Nóz w wodzie,5543
1255,"Dimanches de ville d'Avray, Les",5544
1256,隠し砦の三悪人,5555
1257,Bakha satang,5571
1258,甲方乙方,5585
1259,Ashes And Diamonds,5586
1260,异度空间,5591
1261,Divorzio all'italiana,5593
1262,瘦身男女,5600
1263,Phone Booth,5617
1264,Le Sang d'un Poète,5629
1265,Glengarry Glen Ross,5637
1266,To Be or Not to Be,5642
1267,Shoah,5659
1268,Y tu mamá también,5660
1269,Mannequin: On the Move,5664
1270,All That Heaven Allows,5666
1271,Paper Moon,5672
1272,Le charme discret de la bourgeoisie,5676
1273,金枝玉叶,5683
1274,Safety Last!,5689
1275,敦煌,5690
1276,青蛇,5694
1277,"Sherlock, Jr.",5699
1278,To Be or Not to Be,5707
1279,Bad ma ra khahad bord,5724
1280,Mission to Mars,5727
1281,Ghost Dog: The Way of the Samurai,5729
1282,海上花,5731
1283,うなぎ,5733
1284,河流,5735
1285,南國再見，南國,5737
1286,Lost Highway,5738
1287,In the Mouth of Madness,5739
1288,Dead Man,5741
1289,La cérémonie,5742
1290,Zire darakhatan zeyton,5744
1291,Zendegi va digar hich,5750
1292,Twin Peaks: Fire Walk with Me,5751
1293,偷偷爱你,5755
1294,洗澡,5757
1295,Scarecrow,5771
1296,Close up,5778
1297,Dom za vesanje,5781
1298,After Hours,5786
1299,Love Streams,5787
1300,E la nave va,5788
1301,Pauline à la plage,5789
1302,"Merry Christmas, Mr. Lawrence",5790
1303,L'argent,5791
1304,Цвет граната,5795
1305,Play Time,5796
1306,Murder by Death,5798
1307,The Servant,5805
1308,Le procès,5806
1309,Le Mépris,5807
1310,El ángel exterminador,5808
1311,Viridiana,5809
1312,Rocco e i suoi fratelli,5810
1313,Pickpocket,5811
1314,Le notti bianche,5813
1315,Un condamné à mort s'est échappé ou Le vent souffle où il veut,5814
1316,Ordet,5818
1317,Il bidone,5823
1318,山椒大夫,5825
1319,Johnny Guitar,5827
1320,雨月物語,5829
1321,玻璃之城,5838
1322,Chikamatsu monogatari,5842
1323,西鶴一代女,5845
1324,金鸡,5853
1325,红柿子,5855
1326,Krótki film o zabijaniu,5862
1327,Living in Oblivion,5878
1328,405谋杀案,5883
1329,裸の島,5885
1330,Stranger Than Paradise,5891
1331,Cría cuervos,5924
1332,Tais-toi!,5925
1333,癫佬正传,5929
1334,平成狸合戦ぽんぽこ,5961
1335,The League of Extraordinary Gentlemen,5964
1336,南海十三郎,5966
1337,Onmyoji,5970
1338,蓝风筝,5990
1339,飞一般爱情小说,6004
1340,大腕,6020
1341,복수는 나의 것,6023
1342,El espinazo del diablo,6033
1343,Sissi,6039
1344,클래식,6045
1345,东方三侠,6053
1346,The Bourne Identity,6056
1347,The Matrix Reloaded,6070
1348,朱丽叶与梁山伯,6131
1349,Le voyage dans la lune,6134
1350,The Million Pound Note,6155
1351,Sex and the City,6166
1352,Chichi ariki,6168
1353,The Color of Paradise,6169
1354,Memento,6187
1355,獨立時代,6197
1356,Kate & Leopold,6198
1357,Blow,6202
1358,男人四十,6218
1359,伊波拉病毒,6219
1360,香魂女,6221
1361,The Cook the Thief His Wife & Her Lover,6243
1362,Bridget Jones's Diary,6246
1363,Luna Papa,6249
1364,Dumbo,6253
1365,Swordfish,6257
1366,旺角卡門,6264
1367,ラヂオの時間,6266
1368,Moulin Rouge!,6274
1369,自梳,6280
1370,ＣＵＲＥ キュア,6288
1371,千王之王2000,6294
1372,Il portiere di notte,6298
1373,游园惊梦,6302
1374,Ｗの悲劇,6304
1375,Kauas pilvet karkaavat,6320
1376,細路祥,6324
1377,夜半歌声,6347
1378,爆裂刑警,6352
1379,Legally Blonde,6359
1380,不散,6364
1381,Ghost World,6367
1382,去年烟花特别多,6373
1383,Training Day,6377
1384,The Fast and the Furious,6378
1385,Seppuku,6385
1386,Melody,6394
1387,猫の恩返し,6402
1388,태극기 휘날리며,6404
1389,Three Little Pigs,6408
1390,Waking Life,6409
1391,Night and the City,6426
1392,红樱桃,6427
1393,双瞳,6434
1394,Red Dragon,6436
1395,精装难兄难弟,6439
1396,The Princess Diaries,6443
1397,Plein soleil,6454
1398,Himitsu,6456
1399,Weisse Hochzeit,6458
1400,섬,6459
1401,山村老尸,6469
1402,Bathing Beauty,6486
1403,甜蜜蜜,6487
1404,大丈夫,6491
1405,红河谷,6494
1406,97家有喜事,6500
1407,寻枪,6512
1408,Faust,6518
1409,恐怖分子,6531
1410,河东狮吼,6534
1411,색즉시공,6536
1412,幸福的黄手绢,6543
1413,Dead of Night,6555
1414,青梅竹马,6559
1415,"Fils, Le",6564
1416,審死官,6574
1417,Last Exile,6592
1418,世にも奇妙な物語：映画の特別編,6593
1419,亚飞与亚基,6617
1420,人在纽约,6618
1421,アカルイミライ,6621
1422,Catch Me If You Can,6639
1423,收信人不明,6657
1424,Serendipity,6665
1425,北京，你早,6666
1426,家族游戏,6669
1427,Saenghwalui balgyeon,6676
1428,Equilibrium,6680
1429,飢餓海峡,6681
1430,小毕的故事,6687
1431,超级学校霸王,6688
1432,Yellow Submarine,6694
1433,傾國傾城,6696
1434,The Wicker Man,6699
1435,Kanal,6715
1436,The Hours,6725
1437,나쁜남자,6731
1438,阿飛正傳,6736
1439,Most,6740
1440,一声叹息,6741
1441,X2,6749
1442,The Life of David Gale,6750
1443,Les vacances de Monsieur Hulot,6775
1444,Princes et princesses,6776
1445,千言万语,6781
1446,Neco z Alenky,6786
1447,Mute Witness,6800
1448,Day Of  Wrath,6816
1449,Cube,6819
1450,Far from Heaven,6850
1451,"Aguirre, der Zorn Gottes",6858
1452,"Dr. Mabuse, der Spieler",6868
1453,Pather Panchali,6869
1454,山中传奇,6871
1455,The Last Waltz,6872
1456,Stroszek,6873
1457,A Beautiful Mind,6875
1458,The Royal Tenenbaums,6877
1459,The Man Who Wasn't There,6878
1460,Bad Taste,6896
1461,英雄,6910
1462,爱情麻辣烫,6914
1463,Romeo + Juliet,6923
1464,新警察故事,6926
1465,お茶漬の味,6939
1466,Triumph des Willens,6940
1467,唐伯虎点秋香,6960
1468,Jin-Roh: The Wolf Brigade,6965
1469,"Albero degli zoccoli, L'",6971
1470,Nicija zemlja,6981
1471,美少年之恋,6988
1472,笼民,6991
1473,28 Days Later...,7028
1474,Bloody Sunday,7030
1475,John Q,7035
1476,La haine,7045
1477,La cite des enfants perdus,7046
1478,Plata quemada,7050
1479,La lengua de las mariposas,7058
1480,夜奔,7059
1481,八月照相馆,7063
1482,俠女,7075
1483,红高粱,7081
1484,阿Q正传,7082
1485,Eureka,7093
1486,La stanza del figlio,7095
1487,시윌애,7097
1488,Funny Games,7111
1489,Aparajito,7116
1490,27 украденных поцелуев,7130
1491,K-PAX,7141
1492,Spider-Man,7146
1493,La jetée,7154
1494,鉄道員,7160
1495,Donnie Darko,7172
1496,공동 경비구역,7174
1497,Delicatessen,7176
1498,枪王,7188
1499,La pianiste,7204
1500,再见中国,7223
1501,The Polar Express,7230
1502,恋战冲绳,7239
1503,I Hired a Contract Killer,7240
1504,二十四の瞳,7246
1505,呪怨,7247
1506,Resident Evil,7248
1507,血色清晨,7254
1508,Boy Meets Girl,7256
1509,Pelísky/Cosy Dens,7262
1510,Gosford Park,7269
1511,I Am Sam,7270
1512,猛龍過江,7274
1513,幻の光,7281
1514,Panic Room,7289
1515,推手,7300
1516,鹿鼎记II神龙教,7304
1517,Vampire Hunter D: Bloodlust,7319
1518,不见不散,7336
1519,Cowboy Bebop: Knockin' on Heaven's Door,7345
1520,Under the Tuscan Sun,7356
1521,War and Peace,7366
1522,无间道Ⅱ,7378
1523,棋王,7399
1524,Go,7403
1525,Przypadek,7417
1526,Insomnia,7423
1527,L'auberge espagnole,7446
1528,晚春,7447
1529,たそがれ清兵衛,7463
1530,哪吒闹海,7467
1531,醉拳Ⅱ,7468
1532,人鬼情,7469
1533,天下无双,7472
1534,Cold Mountain,7477
1535,一个字头的诞生,7497
1536,Wives and Daughters (mini),7499
1537,千年女優,7505
1538,愈快乐愈堕落,7510
1539,Swimming Pool,7520
1540,Los amantes del Círculo Polar,7540
1541,三更,7548
1542,Secretary,7549
1543,Runaway Jury,7551
1544,徵婚啟事,7562
1545,Underworld,7566
1546,盲井,7567
1547,Seabiscuit,7572
1548,Matchstick Men,7578
1549,연애소설,7580
1550,Lilo & Stitch,7582
1551,青少年哪吒,7588
1552,唐山大兄,7595
1553,五毒,7607
1554,Der letzte Mann,7622
1555,Monster,7627
1556,Once Upon a Time in Mexico,7641
1557,不夜城,7642
1558,榴莲飘飘,7643
1559,顽主,7650
1560,无间道Ⅲ终极无间,7653
1561,ビジターQ,7654
1562,リング,7655
1563,Chicago,7656
1564,和你在一起,7659
1565,馬路天使,7664
1566,国产凌凌漆,7677
1567,Mystic River,7684
1568,Master and Commander: The Far Side of the World,7685
1569,异域,7690
1570,那山、那人、那狗,7698
1571,Mies vailla menneisyyttä,7711
1572,スワロウテイル,7713
1573,Tetsuo,7719
1574,魔女の宅急便,7724
1575,双旗镇刀客,7725
1576,刺馬,7729
1577,Band of Brothers,7744
1578,8 Mile,7747
1579,背靠背，脸对脸,7748
1580,Memories,7772
1581,迎春阁之风波,7773
1582,无间道,7783
1583,Uzak,7790
1584,Peter Pan,7794
1585,Final Destination 2,7808
1586,骆驼祥子,7815
1587,If....,7817
1588,洞,7826
1589,Shall We Dance?,7837
1590,顺流逆流,7854
1591,"장화, 홍련",7859
1592,老井,7868
1593,Возвращение,7871
1594,蓝宇,7872
1595,紫日,7874
1596,昨天,7879
1597,Hush!,7881
1598,鐘無艷,7892
1599,少女小渔,7904
1600,光陰的故事,7909
1601,女人四十,7919
1602,Babí léto,7924
1603,初缠恋后的2人世界,7925
1604,Secondhand Lions,7932
1605,Green Fish,7940
1606,魯冰花,7953
1607,江湖告急,7969
1608,浮草物語,7981
1609,我爱你,7984
1610,客途秋恨,7992
1611,独り息子,7996
1612,Benny & Joon,7998
1613,蜀山传,8006
1614,Le roi et l'oiseau,8019
1615,Spiklenci slasti,8069
1616,L'aile ou la cuisse,8074
1617,C'est arrivé près de chez vous,8085
1618,暖,8102
1619,Ju-on: The Grudge 2,8133
1620,Kairo,8140
1621,失楽園,8143
1622,Spider-Man II,8145
1623,卡拉是条狗,8148
1624,蓝色大门,8150
1625,向左走．向右走,8157
1626,21 Grams,8165
1627,稻草人,8168
1628,Каток и скрипка,8170
1629,The School of Rock,8178
1630,车四十四,8181
1631,新紮師妹,8199
1632,Onibaba,8201
1633,Yossi & Jagger,8202
1634,"打ち上げ花火,下からみるか？橫からみるか？",8219
1635,Picassos äventyr,8220
1636,Ong-bak,8236
1637,Paycheck,8238
1638,独自等待,8253
1639,手机,8258
1640,忘不了,8260
1641,The Passion of the Christ,8261
1642,Troy,8262
1643,Resident Evil: Apocalypse,8263
1644,Shaun of the Dead,8266
1645,Collateral,8272
1646,The Bourne Supremacy,8276
1647,Euro Trip,8282
1648,Fahrenheit 9/11,8283
1649,Garfield,8285
1650,Eternal Sunshine of the Spotless Mind,8286
1651,The Day After Tomorrow,8288
1652,Being Julia,8293
1653,柔道龙虎榜,8301
1654,一个陌生女人的来信,8304
1655,汉城大劫案,8307
1656,我脑中的橡皮擦,8309
1657,ハウルの動く城,8312
1658,Friday Night Lights,8319
1659,Jeux d'enfants,8321
1660,Bridget Jones: The Edge of Reason,8322
1661,花とアリス,8323
1662,Finding Neverland,8334
1663,빈집,8336
1664,龙凤斗,8341
1665,Survive Style 5+,8344
1666,"I, Robot",8346
1667,National Treasure,8350
1668,Hellboy,8353
1669,撒玛利亚女孩,8355
1670,大事件,8356
1671,可可西里,8358
1672,麦兜，菠萝油王子,8359
1673,올드보이,8365
1674,新世紀エヴァンゲリオン 劇場版 THE END OF EVANGELION Air/まごころを、君に,8375
1675,力王,8381
1676,笑林小子II新乌龙院,8385
1677,Alexander,8395
1678,If These Walls Could Talk 2,8401
1679,Closer,8405
1680,The Life Aquatic with Steve Zissou,8407
1681,Lemony Snicket's A Series of Unfortunate Events,8409
1682,天邊一朵雲,8417
1683,The Jacket,8422
1684,Vera Drake,8430
1685,Mar adentro,8432
1686,孔雀,8433
1687,隠し剣 鬼の爪,8434
1688,Robots,8440
1689,Gegen die Wand,8441
1690,Diarios de motocicleta,8444
1691,Million Dollar Baby,8445
1692,Coach Carter,8446
1693,Hitch,8449
1694,Constantine,8450
1695,Sin City,8456
1696,Eros,8458
1697,King Kong,8470
1698,War of the Worlds,8471
1699,Saw II,8472
1700,V for Vendetta,8473
1701,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",8479
1702,The Weather Man,8481
1703,Harry Potter and the Goblet of Fire,8482
1704,Memoirs of a Geisha,8486
1705,Corpse Bride,8487
1706,Mindhunters,8491
1707,De battre mon coeur s'est arrêté,8493
1708,Serenity,8495
1709,Batman Begins,8496
1710,The Aviator,8497
1711,Kingdom of Heaven,8498
1712,Star Wars: Episode III - Revenge of the Sith,8501
1713,茶の味,8502
1714,Wicker Park,8503
1715,Mean Girls,8507
1716,Ray,8508
1717,世界,8510
1718,Dawn of the Dead,8511
1719,Charlie and the Chocolate Factory,8523
1720,Dot the I,8525
1721,Team America: World Police,8529
1722,Der Untergang,8532
1723,Man on Fire,8533
1724,The Merchant of Venice,8537
1725,Deux frères,8548
1726,Van Helsing,8549
1727,The SpongeBob SquarePants Movie,8566
1728,El maquinista,8569
1729,Head in the Clouds,8571
1730,The Notebook,8572
1731,50 First Dates,8581
1732,House of Wax,8592
1733,A Lot Like Love,8597
1734,Mr. & Mrs. Smith,8604
1735,Madagascar,8606
1736,The Sisterhood of the Traveling Pants,8608
1737,Mysterious Skin,8614
1738,铁西区第一部分: 工厂,8618
1739,铁西区第三部分: 铁路,8621
1740,黑社会,8622
1741,铁西区第二部分: 艳粉街,8623
1742,A Grand Day Out with Wallace and Gromit,8627
1743,神经侠侣,8629
1744,梁祝,8631
1745,Touching the Void,8632
1746,珈琲時光,8633
1747,红字,8637
1748,CSI: Crime Scene Investigation,8638
1749,20 30 40,8640
1750,The Birds,8641
1751,BLOW-UP,8642
1752,Tokyo Godfathers,8643
1753,Alice in Wonderland,8644
1754,Fantasia,8645
1755,The Departed,8648
1756,世界の中心で、愛をさけぶ,8649
1757,Pirates of the Caribbean: Dead Man's Chest,8651
1758,9 Songs,8654
1759,情人结,8655
1760,射雕英雄传之东成西就,8656
1761,"Alphaville, une étrange aventure de Lemmy Caution",8660
1762,虎度门,8661
1763,Leningrad Cowboys Go America,8670
1764,世界上最疼我的那个人去了,8673
1765,クイール,8674
1766,봄 여름 가을 겨울 그리고 봄,8675
1767,山水情,8680
1768,Cube Zero,8688
1769,Ratcatcher,8691
1770,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8693
1771,小城之春,8696
1772,AV,8698
1773,Breakfast at Tiffany's,8704
1774,Le ballon rouge,8705
1775,笑の大学,8709
1776,头文字D,8712
1777,大内密探零零发,8713
1778,The Da Vinci Code,8716
1779,Desperate Housewives,8721
1780,La boum,8727
1781,Six Feet Under,8736
1782,À bout de souffle,8740
1783,流氓医生,8746
1784,La Notte,8752
1785,スウィングガールズ,8754
1786,8½,8757
1787,死在田園,8763
1788,旺角黑夜,8764
1789,La marche de l'empereur,8766
1790,男生女相：中國導演之性別,8767
1791,Sommersturm,8769
1792,雲のむこう、約束の場所,8775
1793,下妻物語,8781
1794,血与骨,8782
1795,Τριλογία 1: Το Λιβάδι που δακρύζει,8784
1796,Crash,8787
1797,一江春水向東流,8797
1798,L'avventura,8800
1799,青の炎,8801
1800,Doctor Zhivago,8805
1801,실미도,8812
1802,Friends,8831
1803,呆佬拜寿,8838
1804,Coffee and Cigarettes,8842
1805,The Apartment,8847
1806,东方不败—风云再起,8853
1807,Ascenseur pour l'échafaud,8854
1808,La boulangère de Monceau,8855
1809,Jacquot de Nantes,8858
1810,弓,8859
1811,แฟนฉัน,8866
1812,找乐,8869
1813,十二国記,8870
1814,火宅之人,8871
1815,仁義なき戦い,8872
1816,LOST,8884
1817,11:14,8886
1818,いま、会いにゆきます,8894
1819,Perfect Blue,8896
1820,Le feu follet,8898
1821,The West Wing,8910
1822,Grey's Anatomy,8911
1823,Das Wunder Von Bern / 伯尔尼的奇迹,8913
1824,The Island,8916
1825,Following,8927
1826,我是你爸爸,8928
1827,L'année dernière à Marienbad,8935
1828,Mon oncle,8949
1829,警察故事,8950
1830,Turtles Can Fly,8954
1831,"Il buono, il brutto, il cattivo.",8955
1832,唐朝豪放女,8957
1833,Vincent,8959
1834,Something The Lord Made,8971
1835,Toto le héros,8976
1836,Ohikkoshi,8985
1837,La règle du jeu,8991
1838,民警故事,8997
1839,早春二月,8998
1840,长大成人,8999
1841,Plan 9 from Outer Space,9010
1842,The Celluloid Closet,9014
1843,萌之朱雀,9015
1844,All About Eve,9028
1845,孽子,9036
1846,書を捨てよ町へ出よう,9057
1847,草迷宮,9058
1848,再見箱舟,9059
1849,X-Men: The Last Stand,9061
1850,摄氏零度·春光再现,9062
1851,Mission: Impossible III,9069
1852,Live Free or Die Hard,9071
1853,Mobile Suit Gundam: Char's Counterattack,9072
1854,Gundam 0080: A War In the Pocket,9077
1855,Flandersui gae,9088
1856,Bande à part,9089
1857,A Personal Journey with Martin Scorsese Through American Movies,9093
1858,Journal d'un curé de campagne,9114
1859,Au hasard Balthazar,9115
1860,Napoléon,9124
1861,La Sortie des usines Lumière,9126
1862,Bakushû,9127
1863,Akibiyori,9128
1864,Tulitikkutehtaan tyttö,9153
1865,El espíritu de la colmena,9158
1866,Sans soleil,9159
1867,El Topo,9162
1868,The Holy Mountain,9163
1869,À propos de Nice,9167
1870,Le cercle rouge,9173
1871,刀,9186
1872,山の音,9198
1873,Balance,9202
1874,Yozhik v tumane,9203
1875,旋风小子,9214
1876,Terminator Salvation,9216
1877,FLCL,9223
1878,친절한 금자씨,9226
1879,Sud pralad,9231
1880,凶榜,9240
1881,Broken Flowers,9241
1882,花田喜事,9249
1883,Zivot je cudo,9258
1884,Werckmeister harmóniák,9261
1885,Ryan,9267
1886,Rekopis znaleziony w Saragossie,9268
1887,Napola - Elite für den Führer,9271
1888,Jídlo,9279
1889,Fingersmith,9286
1890,頭山,9306
1891,Katedra,9307
1892,剧场前 Keuk jang jeon,9311
1893,Blue,9316
1894,Musuko,9330
1895,Saw,9335
1896,ホーホケキョとなりの山田くん,9338
1897,El Viaje,9356
1898,Growing Pains,9361
1899,大闹天宫,9375
1900,如果·爱,9377
1901,天堂回信,9379
1902,Spider-Man 3,9400
1903,Casino Royale,9401
1904,Pirates of the Caribbean: At Worlds End,9403
1905,Oliver Twist,9405
1906,The Simpsons,9406
1907,Seinfeld,9407
1908,The Wire,9408
1909,Pride and Prejudice,9409
1910,Will & Grace,9410
1911,Une robe d'été,9414
1912,Oz,9431
1913,Cinderella Man,9437
1914,L'enfant,9440
1915,海がきこえる,9457
1916,大长今,9459
1917,The Skeleton Key,9474
1918,Brokeback Mountain,9478
1919,饺子,9486
1920,My Architect: A Son's Journey,9487
1921,The African Queen,9488
1922,Van Gogh,9489
1923,La battaglia di Algeri,9490
1924,万家灯火,9494
1925,Grey Gardens,9496
1926,Born Into Brothels: Calcutta's Red Light Kids,9497
1927,Prison Break,9507
1928,女が階段を上る時,9520
1929,Jumping,9523
1930,"Macht der Bilder: Leni Riefenstahl, Die",9529
1931,Un portrait de Hou Hsiao-Hsien,9534
1932,The Constant Gardener,9552
1933,Wallace & Gromit in The Curse of the Were-Rabbit,9559
1934,Elizabethtown,9574
1935,Lord of War,9577
1936,The New World,9583
1937,无极,9603
1938,My Life Without Me,9630
1939,Pokemon the First Movie: Mewtwo Strikes Back,9659
1940,Monterey Pop,9680
1941,豚と軍艦,9682
1942,Louis & Clark: The New Adventures of Superman,9691
1943,Saving Face,9694
1944,太太万岁,9728
1945,新女性,9729
1946,るろうに剣心-明治剣客浪漫譚- 追憶編,9732
1947,Izu no odoriko,9733
1948,Crac,9750
1949,Rome,9753
1950,Tesis,9757
1951,最好的时光,9758
1952,NANA,9762
1953,天鹅湖,9768
1954,兽兵卫忍风帖,9778
1955,Jeux interdits,9791
1956,我这一辈子,9801
1957,Final Fantasy VII: Advent Children,9807
1958,"Homme qui plantait des arbres, L'",9811
1959,Sátántangó,9815
1960,乱れる,9817
1961,Idi i smotri,9837
1962,Tma/Svetlo/Tma,9845
1963,高山下的花环,9848
1964,冰山上的来客,9850
1965,鬼打鬼,9869
1966,A History of Violence,9878
1967,Underworld: Evolution,9881
1968,Walk the Line,9882
1969,Cry_Wolf,9900
1970,Grizzly Man,9901
1971,千里走单骑,9902
1972,Capote,9906
1973,Jarhead,9945
1974,Le trou,9960
1975,Cowboy Bebop,9964
1976,めし,9991
1977,乌鸦与麻雀,9994
1978,林家铺子,9995
1979,Machuca,10000
1980,Coupling,10012
1981,超時空要塞マクロス 愛・おぼえていますか,10035
1982,Naruto,10040
1983,Queer as Folk,10054
1984,Criminal Minds,10068
1985,How I Met Your Mother,10069
1986,MONSTER,10088
1987,Sin City 2: A Dame To Kill For,10094
1988,Blood Diamond,10120
1989,The Pacific,10121
1990,青春祭,10125
1991,Beauty and the Beast,10133
1992,ジョゼと虎と鱼たち,10134
1993,人情紙風船,10145
1994,MirrorMask,10146
1995,葫芦兄弟,10158
1996,九色鹿,10159
1997,没头脑和不高兴,10160
1998,天书奇谭,10162
1999,杀破狼,10164
2000,Cars,10168
2001,NCIS,10194
2002,攻殻機動隊 Stand Alone Complex,10196
2003,"Good Night, and Good Luck.",10197
2004,Latter Days,10199
2005,クレヨンしんちゃん,10201
2006,猴子捞月,10202
2007,崂山道士,10203
2008,三个和尚,10206
2009,神笔马良,10211
2010,渔童,10212
2011,老狼请客,10226
2012,南郭先生,10227
2013,雪孩子,10228
2014,人参娃娃,10232
2015,牧笛,10239
2016,Iron Man,10248
2017,Stay,10250
2018,"Castle of Cagliostro, The",10266
2019,South Park (TV-Series),10267
2020,Сказка сказок,10277
2021,Harvie Krumpet,10278
