,movieId,title,plot
97,1786,许三观卖血记,《许三观卖血记》是余华1995年创作的一部长篇小说，它以博大的温情描绘了磨难中的人生，以激烈的故事形式表达了人在面对厄运时求生的欲望。小说讲述了许三观靠着卖血渡过了人生的一个个难关，战胜了命运强加给他的惊涛骇浪，而当他老了，知道自己的血再也没有人要时，精神却崩溃了。
98,1807,清醒纪,《清醒纪》是安妮宝贝的随笔、小说集。
99,1815,失落的一角遇见大圆满,艺术天才希尔弗斯坦传世经典，30多种文字流传世界各地，美国本土销量1800万册！一则有关“成熟”与“依赖”的寓言。他富有魅力的作品再次证明了，在艺术上，越简单的东西表达的往往越多，真理往往用简单的话语便能加以表达。 　　失落的一角彷徨地停在一旁，等待有谁路过将它带走。它遇到的人也不少，有一看就知不相宜的、不懂配合的、自私的、很多缺陷的、像恶狼般吞噬很多人的、精选细选的或胆小的，总之无论谁来到都可以试一试，结果当然是失落的人更失落。好不容易等到了，因自己的成长又分开了，终于……这是《失落的一角》姊妹作，一样可以快快读过，一样可以思考很久。希尔弗斯坦以简单的图像和文字，描绘一则有关“成熟”与“依赖”的寓言。 希尔弗斯坦的作品，原本设置的读者群是四岁到八岁的小孩，却成了所有年龄层的最爱，只因他的书，让人看了会笑、会感动、会永难忘怀。他的文字如同会舞动的诗句，字字句句，打入人心。
100,1822,身份,十六七岁的时候，她特别喜欢一个隐喻；是她自己想出来的、听来的，还是从哪里读到的？没有关系。她想成为一种玫瑰香，一种四处扩散的香味，四处去征服。她希望就这样穿透所有男人，并通过男人，去拥抱整个世界。玫瑰四处扩散的香味：那是对艳遇的隐喻。这个隐喻在她即将成人之际开放，就像是对温柔地与男人混杂相处的浪漫许诺，对穿越所有男人之旅的邀请。可是，她天生又并非是一个常换情人的女人，这个朦胧的、抒情的梦，很快就在她宁静而幸福的婚姻中沉睡过去。
101,1899,一个广告人的自白,在这本书中，奥格威坦诚地介绍他本人和奥美广告公司的宝贵经验，包括怎样经营广告公司、怎样争取客户、怎样维系客户，怎样当一个好客户，怎样撰写有效的文案、怎样制作上乘的电视广告等等。
102,1904,寻羊冒险记,《寻羊冒险记》是村上春树继处女作《且听风吟》、《1973年的弹珠游戏》后的第三部小说，与上述两部作品构成“我与鼠”系列三部曲。小说极富寓言性与神话色彩，作者认为该小说的创作“顺利到最后，在恰到火候处止笔”。《寻羊冒险记》是村上的第一部够规模的长篇，村上因此获得了野间文艺新人赏。 一头控制全日本的超能力羊失踪了，它的宿主、黑社会头子命在旦夕。潦倒的东京青年职员无意中得到羊的照片，不料就此成了黑社会的胁迫对象，携着女友踏上了寻羊冒险之旅。在北海道的雪山绝地，他终于到了照片的拍摄者——不，那只是其阴魂，因为这位绰号“鼠”的朋友，已经与那罪恶之源同归于尽了。
103,1905,欧也妮·葛朗台,《欧叶妮·葛朗台》的故事情节简单：天真美丽的葛朗台是悭吝精明的百万富翁的独生女儿，她爱上了破产的表哥，为了他不惜激怒爱财如命的父亲，倾尽全部私蓄资助他闯天下。至此，父女关系破裂，胆小贤淑的母亲吓得一病不起。在苦苦的期待中丧失了父亲、损耗了青春的姑娘，最终等到的却是发财归来的负心汉。巴尔扎克为整个故事情节提供了一个真实的行动背景，并在这一背景中塑造了一个个有血有肉的人物形象，这些人物形象不仅是典型化了的个人，而更是个性化了的典型。这种套路的故事，不但没有使巴尔扎克的作品落入俗套，反而更展现出了大师的风格与魅力，尽显整部作品的光彩。
104,1921,旧制度与大革命,该书是十九世纪法国著名思想家、社会学家、历史学家托克维尔（1805—1859）的代表作，是现代政治学、社会学和历史学的一部划时代的经典。书中主要讨论十八世纪末法国大革命的起源，尤其是法国革命特殊的狂暴性的来源。通过运用现代社会学的方法，对大量史实进行分析，作者独辟蹊径地揭示了旧制度与法国大革命的内在关联。书中既论述了大革命的开创性和决裂性，又论述了它的连续性，认为大革命是长期历史发展的必然结果。本书开辟了法国大革命研究的新思路，对大革命以来法国历史的反复性也提出了独到的见解，对后世的政治思想、社会科学和历史学研究产生了极为深远的影响，对今天思考现代社会的变革等重大问题仍然具有重要的启发意义。
105,1943,心理学与生活,《心理学与生活》是美国斯坦福大学多年来使用的教材，也是在美国许多大学里推广使用的经典教材，被ETS推荐为GRE心理学专项考试的主要参考用书，还是被许多国家大学的“普通心理学”课程选用的教材。这本教科书写作流畅，通俗易懂，深入生活，把心理学理论与知识联系人们的日常生活与工作，使它同样也成为一般大众了解心理学与自己的极好读物。 作为一本包含着丰富的教育思想和独特教学方法的成熟教材，原书中所有元素——如由600余条词汇及解释组成的“专业术语表”，2000余条“参考文献”，以及近1000条的“人名和主题索引”等等，对于教学、研究和学习都十分宝贵，此中译本完整地翻译和保留了这些资料。
106,1953,窥视印度,印度，这个古老的国度，充斥着太多的神秘，也与我们华夏民族有着千丝万屡的联系——有着几千年的政治、经济、文化、宗教等方面的交往。与我们一样，印度有屈辱的近代，在风风雨雨中走到了今天。而她的民族风情、宗教文化、经济政治等等到底是一个什么样子呢？ 日本著名舞台设计家妹尾河童情趣盎然的印度游记。在游走印度的途中，他以别样的好奇、韧性和深究底里的脾性边走边看边绘，展现一个另类日本人眼中的印度建筑、宗教、历史和文化。其独特细致的文字和绘画让你身临其境。
107,1985,失落的一角,"艺术天才希尔弗斯坦传世经典，30多种文字流传世界各地，美国本土销量1800万册！一则有关“成熟”与“依赖”的寓言。他富有魅力的作品再次证明了，在艺术上，越简单的东西表达的往往越多，真理往往用简单的话语便能加以表达。　　一个圆缺了一角，它一边唱着歌一边寻找。有的一角太大，有的又太小，它飘洋过海，历经风吹雨打，终于找到了与自己最合适的那一角，它们组成完整的圆，但是圆却发现自己再也无法歌唱，所以它轻轻放下已经寻到的一角，又独自上路继续它寻找的征途…… 这是艺术天才希尔弗斯坦的传世经典，是他最脍炙人口的作品之一。它可能是你最快读完的一本书，但恐怕也是得花上一辈子咀嚼的一本书。希尔弗斯坦以最简洁有味的线条和文字，阐释了一则有关“完美” 与""缺憾""的寓言，令人们思索无限。行进中的它，行进中的自己，好不容易追寻到那失落已久的一角，却无法与自己一同前行。该失望？该快乐？该守候？还是该继续前行？"
108,2018,富爸爸，穷爸爸,《富爸爸，穷爸爸》是一个真实的故事，作者罗伯特・清崎的亲生父亲和朋友的父亲对金钱的看法截然不同，这使他对认识金钱产生了兴趣，最终他接受了朋友的父亲的建议，也就是书中所说的。“富爸爸”的观念，即不要做金钱的奴隶，要让金钱为我们工作，并由此成为一名极富传奇色彩的成功的投资家。
109,2022,顾城的诗,《顾城的诗》是人民文学出版社1986年版《黑眼睛》的再版，在原书的基础上做了相应的删节和补充。其中有些诗是第一次发表。突出了一个时期的重点和特点，稍兼顾全面。编排上基本上按照写作年月，但又不拘泥于时间顺序，以利阅读诗感的连贯。
110,2035,呼啸山庄,《呼啸山庄》通过三十多年的时间跨度，叙述了恩肖和林敦两家两代人的感情纠葛这样一个错综复杂、惊心动魄的故事。艾米莉打破传统，率先采用了基本倒叙法，即小说的主体部分采用倒叙，只有开头的三章和结尾的四章是顺叙。一上来就让读者看到了这场爱情复仇风暴的基本格局，把呼啸山庄的那种荒凉、败落的环境和人际冷漠、紧张的气氛，呈现在读者的面前，使读者和洛克伍德一起产生了种种疑团。通过洛克伍德夜宿山庄的所见所闻和可怕的梦魇，山庄有了一种悲凉和神秘的色彩，更加增加了悬念，迫使读者非去寻根问底、弄个水落石出不可。 《呼啸山庄》不仅结构奇巧，手法独特，而且在细节的描写和语言的运用上，也有其独到之处。不管是景色、器物还是人物外表，描写都极为鲜明精细，如对两个庄园周围的自然景色和内部的家具布置的描写等，就连故事情节的年月日，也都非常确切严密，甚至可以列出一张精确的年代表。所用的语言的质朴、生动、明快、流畅，不事雕琢，但又遒劲、凝练、简洁，惜墨如金，从而使作品大大地加强了真实感人的生活气息，渲染了强烈浓厚的思想感情，丰富了奇特超凡的主观想像。再加上梦幻、象征、预兆、隐喻的运用，以及神秘、怪诞的哥特式手法，使作品更加富有诗意，加强了深度和力度。
111,2038,美的历程,《美的历程》从宏观鸟瞰角度对中国数千年的艺术、文学作了概括描述和美学把握。其中提出了诸如原始远古艺术的“龙飞凤舞”殷周青铜器艺术的“拧厉的美”，先秦理性精神的“儒道互补”，楚辞、汉赋、汉画像石之“浪漫主义”，“人的觉醒”的魏晋风度，六朝、唐、宋佛像雕塑，宋元山水绘画以及诗、词、曲各具审美三品类，明清时期小说、戏曲由浪漫而感伤而现实之变迁等等重要观念，多发前人之所未发。此书于1981年初版，多次再版重印达几十万册。已有英文、德文、韩文等多种译本问世。 此修订插图本，是作者在广西师范大学出版社2000年版的基础上，对全书文字作了最新订正。全书插图作了调整，增加了四十余幅重要插图，用以佐证真论述、丰富其内容。
112,2052,果壳中的宇宙,在《果壳中的宇宙》这部新作中，霍金把读者带到理论物理的最前沿，真理在那里甚至比幻想更令人眼花缭乱。他利用通俗的语言解释制约着宇宙的原理。
113,2053,时间简史,《时间简史》讲述是探索时间和空间核心秘密的故事，是关于宇宙本性的最前沿知识，包括我们的宇宙图像、空间和时间、膨胀的宇宙不确定性原理、基本粒子和自然的力、黑洞、黑洞不是这么黑、时间箭头等内容。第一版中的许多理论预言，后来在对微观或宏观宇宙世界观测中得到证实。 自1988年首版以来，《时间简史》已成为全球科学著作的里程碑。它被翻译成40种文字，销售了近1000万册。此版更新了内容，把许多观测揭示的新知识，以及霍金最新的研究纳入，并配以250幅照片和电脑制作的三维和四维空间图。
114,2066,白鹿原,《白鹿原》是一部渭河平原五十年变迁的雄奇史诗，一轴中国农村班斓多彩、触目惊心的长幅画卷。主人公六娶六丧，神秘的序曲预示着不祥。一个家族两代子孙，为争夺白鹿原的统治代代争斗不已，上演了一幕幕惊心动魄的活剧：巧取风水地，恶施美人计，孝子为匪，亲翁杀媳，兄弟相煎，情人反目……大革命、日寇入侵、三年内战，白鹿原翻云覆雨，王旗变幻，家仇国恨交错缠结，冤冤相报代代不已……古老的土地在新生的阵痛中颤粟。厚重深邃的思想内容，复杂多变的人物性格，跌宕曲折的故事情节，绚丽多彩的风土人情，形成作品鲜明的艺术特色和令人震撼的真实感。
115,2079,大唐泥犁狱,《大唐泥犁狱》内容简介：大唐武德六年，神秘僧人造访河东道霍邑县衙，县令崔珏随即悬梁自尽。本是异事，亦生异闻。传说崔珏乃是入泥犁狱做了判官，审善断恶，掌管轮回。 数年之后，高僧玄奘为寻兄长来到霍邑，深陷迷局。县衙之鬼非鬼，谋划之人非人。判官庙成凶邪地，兴唐寺如虎狼穴，真相扑朔，诳语迷离。 与此同时，天子李世民出巡霍邑，入住兴唐寺，却遇玄武门事变已死的兄长在地府告状，引来无常索魂……地狱乃是人为，妖孽栖于人心，逃得出三千泥犁狱，逃不出内心的刀山火海。
116,2116,为了N,为了N，宁愿牺牲自己；为了N，宁愿撒下弥天谎言；为了N，甘心做出一切，即便杀人也在所不惜！ 野口夫妇陈尸家中：丈夫头部遭烛台重击，妻子死于刀下。现场有四名目击者：杉下、西崎、成濑和安藤。六人姓名的开头字母都是N。 四名目击者的证词严丝合缝，西崎自首，获刑十年。 十年后，四人命运迥异，但都对往事心存怀疑。时日无多的杉下决心追寻真相，震撼人心的谜局如上帝挪动拼图一般逐渐展开。
117,2120,离别之音,六段寻常生活中的遇见与别离，如同六次旧日光阴里的擦肩而过：    欢送会上的百合香，地下街英俊的修鞋匠投来的一瞥，陌生人不知所谓地发来的电邮，多年前路过的苏黎世的点点灯火……    每场离别各自留下了怎样的声音？如何唤醒或扰乱了原本平静的心绪？一个清丽淡雅依旧，却风骨日渐明朗的青山七惠！    《离别之音》每篇故事都有其独立的来龙去脉，每一种声音各自带出不同的意境。踏着青山七惠清清浅浅的文字，走进主角们平平凡凡的世界。那种清浅阅读起来怡然舒适，那种平凡体会起来亲切近人。    《离别之音》整体风格看似清淡，像是一杯色泽温和的红茶，尝了才知是后劲很强的长岛冰茶，留在舌尖上的余韵悠长，激情难忘。
118,2162,非常罪，非常美,《非常罪  非常美》以优美的电影语言和凝练的文笔，重现了20世纪电影的画面之美，构筑了一部发狂电影浪漫史。书中的文章像一部纸上进行的电影，细腻地展现了异域的风情万种。毛尖让自己内心和演员、导演的内心交叉重叠，叙述着电影世界带罪的美，在毛尖的笔下，那个时代和爱情付出的沉重代价，都化作了无声的泪痕。
119,2168,一次・图片和故事,“有一次……”童话总是这么开头的。文德斯的这部图片日记简洁、优美，读起来犹如随意的抒情诗歌。二百多幅充满生命力和灵感的照片，四十多段以“一次”为题、富有韵感的文字，是文德斯在旅行、工作和日常生活中记录下的各种经历与随感，寻常或不寻常的;诸如500年历史的阿尔卑斯山农庄小屋、街头流浪儿、废弃的汽车影院……足迹遍及世界各地：欧洲、美国、澳大利亚、泰国、印度尼西亚、俄罗斯……还有许多他与电影、艺术同行们，如黑泽明、戈达尔、马丁・斯科塞斯、大岛渚、滚石乐队等交往或偶遇的有趣故事。...
120,2171,神的孩子全跳舞,《神的孩子全跳舞》是村上春树2000年出版的一部短篇小说集，共6篇。各篇都以1995年日本大阪、神户大地震为背景，描写经历巨变的人们对自己以往人生的重新认识。他们有的丢开过去的种种顾虑，终于与爱慕已久的女子共同生活；有的终于吐露了久积胸中的郁闷，获得了精神的自由；有的小人物在巨变面前发现了自己的力量，干出了惊天动地的壮举。这些作品表现了村上春树对人生的深层思考，被评价为村上春树的转折期之作。
121,2242,夏洛的网,一个蜘蛛和小猪的故事，写给孩子，也写给大人。 在朱克曼家的谷仓里，快乐地生活着一群动物，其中小猪威尔伯和蜘蛛夏洛建立了最真挚的友谊。然而，一个最丑恶的消息打破了谷仓的平静：威尔伯未来的命运竟是成为熏肉火腿。作为一只猪，悲痛绝望的威尔伯似乎只能接受任人宰割的命运了，然而，看似渺小的夏洛却说：“我救你。”于是，夏洛用自己的丝在猪栏上织出了被人类视为奇迹的网上文字，彻底逆转了威尔伯的命运，终于让它在集市的大赛中赢得特别奖，和一个安享天命的未来。但，这时，蜘蛛夏洛的生命却走到了尽头…… 
122,2255,诗学,亚里士多德（前384—前322），古希腊人，世界古代史上伟大的哲学家、科学家和教育家之一，堪称希腊哲学的集大成者。本书探讨了一系列值得重视的文艺理论问题，如人的天性与艺术摹仿的关系、构成悲剧艺术的成分、悲剧的功用、情节的组合、悲剧和史诗的异同等。本书为西方现存最早的一部关于如何写诗以及进行诗评的经典名著。
123,2260,万水千山走遍,大地啊，我来到你岸上时原是一个陌生人，住在你房子里时原是一个旅客，而今我离开你的门时却是一个朋友了。 当飞机降落在墨西哥首都的机场时，我的体力已经透支得几乎无法举步。长长的旅程，别人睡觉，我一直在看书。眼看全机的人都慢慢地走了，还让自己绑在安全带上。窗外的机场灯光通明，是夜间了。
124,2264,疯癫与文明,这部著作是对知识的清洗和质疑。 它把“自然”的一个片断交还给历史，改造了疯癫，即把我们当作医学现象的东西变成了一种文明现象。……实际上，福柯从未界定疯癫；疯癫并不是认识对象，其历史需要重新揭示；可以说，它不过是这种认识本身；疯癫不是一种疾病，而是一种随时间而变的异己感；福柯从未把疯癫当作一种功能现实，在他看来，它纯粹是理性与非理性，观看者与被观看者相结合所产生的效应。 疯癫不是一种自然对象，而是一种文明产物。没有把这种现象说成疯癫并加以迫害的各种文化的历史，就不会有疯癫的历史。
125,2268,茶馆,三幕话剧《茶馆》以北京一家大茶馆为背景，描写了清末、民初、抗战胜利以后三个历史时期的北京生活风貌，深刻地写出了王利发等人的真实命运。
126,2371,小说稗类,此书曾于2004年出版，引起小说界和学界的瞩目，更是受到广大小说爱好者的追捧。此次为修订版，作者亲自写了一篇精彩纷呈的长序《志怪应逢天雨粟》。 喜欢读小说、写小说的人应该能体贴胡适把明、清之际的许多小说家“拉拔”到和古文家等高甚至更高一等的地位上去。虽然胡适的《白话文学史》只写到中唐的元、白诗便戛然而止，压根儿没从小说上说明白：中国文学是如何“永永脱离了盲目的自然演化的老路，走上了有意创作的新路”的。然而，在《白话文学史》书成近70年后，胡适的意见乃至于诸多考证研究与观念的发明，不该只被看成是“奖掖小说”、“揄扬当代”而已。他所触及的课题倘若不被进一步发现、开展，喜欢读小说、写小说的人恐怕也“永永”不会明白：从施耐庵到吴跌人是如何…… 在《小说稗类》中，由庄子始，张大春炫技似地学舌马奎兹、戏仿司马中原……极尽耍痞嘲弄之能事。难得他如此杂学百家、博古通今，更难得有如此清晰的架构，梳理出独特的小说观。
127,2420,哈利·波特与密室,《哈利·波特与密室》是“哈利·波特”系列的第二部。 哈利·波特在霍格沃茨魔法学校学习一年之后，暑假开始了。他在姨父姨妈家熬过痛苦的假期。正当他准备打点行装去学校时，小精灵多比前来发出警告：如果哈利返回霍格沃茨，灾难将会临头。 但哈利义无返顾地回到了霍格沃茨，新来的吉罗德·洛哈特教授装腔作势，让他作呕；游荡在女生舆洗室里的幽灵“哭泣的桃金娘”搅得他不得安宁；低年级的小女生金妮对他投来关切目光常令他尴尬不已；小男生科林·克里维“追星”式的跟踪又经常使他落荒而逃。 但是，这一切仅仅是灾难的序曲。正如多比所预言的，哈利遭受了重重磨难，经历了种种危险，难解之谜又使他煞费苦心：霍格沃茨的学生接二连三地变成了石头。这一切是品德败坏的学生德拉科·马尔福精心策划的杰作？还是忠厚善良的海格无心铸成的大错？或者另有人将在霍格沃茨制造更大的阴谋？这一切又是否与传说中的密室有关？哈利决心揭开谜底……
128,2440,且听风吟,《且听风吟》是村上春树的成名作，他是以这部中篇开始文学创作的。 小说的情节并不很复杂。“我”在酒吧喝酒，去卫生间时见一少女醉倒在地，遂就其护送回家，翌日少女发现自己一丝不挂，斥责“我”侮辱了她，“我”有口难辩。但几天后，两人逐渐亲密……不料“我”寒假回来，少女已无处可寻，只好一个人坐在原来两人坐过的地方怅怅地望着大海。
129,2450,查特莱夫人的情人,《查特莱夫人的情人》（1928）是劳伦斯的最后一部小说。作者在作品中揭示了人性中的本能力量，并辛辣地批评了现代工业社会。书中描写男女主人公性爱的文字曾引起争论，在英国和美国遭禁三十余年。故事发生在一战后的英格兰，从战场上归来的克利福特・查泰莱爵士在战争中受伤而致使下半身瘫痪，终身只能坐在轮椅上，他与新婚燕尔的妻子康妮回到老家的庄园定居。年轻貌美而心地善良的康妮，明知等待着自己的将是漫长孤寂的苦行僧般的日子，却仍接受了命运的安排，甘愿留在丈夫身边。 一天康妮去找庄园的看林人米尔斯，却在无意中瞥见了他裸露的上身，心情激荡不已，米尔斯显然也被典雅温婉的康妮所吸引。克利福特为了家族的传承，向康妮提出希望她能给这个家生个孩子，遭到康妮的断然拒绝。圣诞晚会上，客人们尽情狂欢，康妮独坐一旁，爸爸和妹妹都纷纷劝她要珍惜自己的青春，要有自己的生活。 在妹妹希尔达的帮助下，克利福特终于聘请了一位寡妇伯尔顿太太随身伺候。获得一些自由时间的康妮经常到林间散步，在和米尔斯的接触中逐渐产生了感情。日子一天天过去，康妮越来越不能忍受查泰莱大宅中华丽但却刻板苍白的生活，她觉得自己奄奄一息，她向往室外的大自然，向往米尔斯身上代表的活力。两个人不由自主地互相接近，终于康妮倒在了米尔斯的怀中。他们一次次的做爱，如同劳伦斯为我们精心描述的，两个健康肉体之间的完满的性爱、全身全心投入的性爱、相互尊重理解善意回应的性爱，两人由最初纯粹的肉体吸引慢慢转化成了灵魂的相互碰撞，米尔斯用爱抚与热情把康妮变成一个真正意义上的完整的女人，康妮则惊奇地发现自己深深爱上了这个粗鲁不文却深沉热情的男子，他们成了灵欲合一的情人。当康妮晚上偷偷从大宅里溜出来奔向在一旁守候她的米尔斯的时候，她已经完全向这段感情臣服。 康妮与米尔斯在雨中裸跑的一段最令人难忘，康妮冲向屋外，脱去身上的长袍，她完美无瑕的胴体在葱绿的森林中显得那样自然和谐，两人犹如快乐的精灵般在雨中奔跑、嬉戏。之后，他们用鲜花装点彼此，裸裎相对，犹如回归原始的亚当与夏娃，没有了衣服的界定，横亘在两人之间的等级障碍也就不复存在。 康妮怀上了米尔斯的孩子，在外出旅游期间，她把自己的故事向希尔达坦承，希尔达对康妮的做法不以为然，她开始积极地为孩子物色一个贵族父亲，被康妮拒绝。康妮发现自己难以割舍对米尔斯的思念，她提前回到庄园，却发现米尔斯迫于压力已经辞职，并遭到了毒打，被遣送到矿上烧煤。昔日的小木屋也不再是他们的乐园，二人似乎已经走投无路。米尔斯决心离开英国，到加拿大开辟新生，康妮面临着抉择。 她要求克利福提出离婚，并告诉他，她所爱的人是看林人米尔斯。克利福特得知后，犹如堕入陷阱的困兽，狂怒道：“天哪！你竟和我的一个仆人发生关系！” 和小说最后的结局不同，康妮与米尔斯这一对最终相遇在前往加拿大的船上，两个人的明天是光明而充满希望的，康妮放弃了雍容奢华但死气沉沉的贵妇生活，奔向自由与爱情。米尔斯跨过的那道头等舱的标示意味深长，它象征着两个来自不同阶层的人终于冲破世俗的障碍，获得新生。
130,2463,福尔摩斯探案全集（上中下）,最经典的群众出版社的翻译版本，一经出版，立即风靡成千上万的中国人。离奇的情节，扣人的悬念，世界上最聪明的侦探，人间最诡秘的案情，福尔摩斯不但让罪犯无处藏身，也让你的脑细胞热情激荡，本套书获第一届全国优秀外国文学图书奖。
131,2495,达·芬奇密码,哈佛大学的符号学专家罗伯特·兰登在法国巴黎出差期间的一个午夜接到一个紧急电话，得知卢浮宫博物馆年迈的馆长被人杀害在卢浮宫的博物馆里，人们在他的尸体旁边发现了一个难以捉摸的密码。兰登与法国一位颇有天分的密码破译专家索菲·奈芙，在对一大堆怪异的密码进行整理的过程当中，发现一连串的线索就隐藏在达芬奇的艺术作品当中，深感震惊。这些线索，大家都清楚可见，然而却被画家巧妙地隐藏起来。兰登无意之中非常震惊地发现，已故的博物馆馆长是峋山隐修会（Priory of sion）的成员--这是一个真实存在的秘密组织，其成员包括艾撒克・牛顿爵士、波提切利、维克多·雨果与达芬奇，这无疑给他们增加了风险。兰登感觉到他们是在找寻一个石破天惊的历史秘密，这是个数世纪以来就证明了的既能给人启迪又很危险的秘密。在这场足迹遍及巴黎以及伦敦的追逐中，兰登与奈芙发现他们在跟一位始终不露面的幕后操纵者斗智斗勇。他们必须解开这个错综复杂的谜团，否则，峋山隐修会掩盖的秘密，那隐藏了多年的令人震惊的古老真相，将永远消逝在历史的尘埃之中。
132,2509,哈利·波特与魔法石,一岁的哈利・波特失去父母后，神秘地出现在姨父姨妈家的门前。哈利在姨父家饱受欺凌，度过十年极其痛苦的日子。姨父和姨妈好似凶神恶煞，他们那混世魔王儿子达力――一个肥胖、娇惯、欺负人的大块头，更是经常对哈利拳脚相加。哈利的“房间”是位于楼梯口的一个又暗又小的碗橱。十年来，从来没有人为他过过生日。 但是在他十一岁生日那天，一切都发生了变化，信使猫头鹰带来了一封神秘的信：邀请哈利去一个他――以及所有读到哈利故事的人――会觉得永远难忘的、不可思议的地方――霍格沃茨魔法学校。 在魔法学校，哈利不仅找着了朋友、学会了空中飞行，骑着一把型号为光轮2000的飞天扫帚打魁地球，还得到了一件隐形衣。他发现那里的一切――从上课到吃饭到睡觉都充满了魔力，但是一块魔石出现了，它与哈利的命运息息相关……
133,2537,威尼斯日记,
134,2543,万历十五年,万历十五年，亦即公元1587年，在西欧历史上为西班牙舰队全部出动征英的前一年；而在中国，这平平淡淡的一年中，发生了若干为历史学家所易于忽视的事件。这些事件，表面看来虽似末端小节，但实质上却是以前发生大事的症结，也是将在以后掀起波澜的机缘。在历史学家黄仁宇的眼中，其间的关系因果，恰为历史的重点，而我们的大历史之旅，也自此开始…… 《万历十五年》是黄仁宇的成名之作，也是他的代表作之一。这本书融会了他数十年人生经历与治学体会，首次以“大历史观”分析明代社会之症结，观察现代中国之来路，给人启发良多。英文原本推出后，被美国多所大学采用为教科书，并两次获得美国书卷奖历史类好书的提名。
135,2552,那些忧伤的年轻人,作者生于70年代后期，有人说这个年代出身的是充满物质感的一代，显然这是个武断的结论，每一代人中都会有人积极回应智力的承传，特别是生命力与想像力充沛的青年。《那些忧伤的年轻人》是这个名叫许知远的青年在星巴克咖啡馆里、北大校园的男生宿舍床上、春天的北方城市街道边，一次次遭遇智慧或者青春的完成。许知远已试图搭建属于自己的某种具有自我信仰意味的文字领地，这信仰与精神的自由和智力锻炼有关。
136,2721,格林童话全集,"《格林童话全集》是德国民间故事集。由德国的雅各・格林和威廉・格林兄弟根据民间口述材料改写而成。他们搜集、整理、出版这些民间童话的目的，正如威廉所说，是""希望它成为一本有教育意义的书，因为我再也想不出什么更富有教益，更天真无邪，更令人心旷神怡的读物，能比它更适合于儿童的心性与能力了。""作品的主要内容是颂扬勤劳和诚实，鄙弃懒惰和自私，鼓励对暴力和邪恶的反抗，激发对被压迫者的同情和爱护。 书中的200多个故事，大部分源自民问的口头传说，因而比较正确地反映了当时人民的思想感情。其中的《灰姑娘》、《白雪公主》、《小红帽》、《青蛙王子》等童话故事，脍炙人口，享誉世界。作品问世一百多年来，已被译成70多种文字，在世界各国广为流传，成为各地收集民间故事的范例。"
137,2808,檀香刑,《檀香刑》是莫言潜心五年完成的一部长篇新作。在这部神品妙构的小说中，莫言以1900年德国人在山东修建胶济铁路、袁世凯镇压山东义和团运动、八国联军攻陷北京、慈禧仓皇出逃为历史背景，用摇曳多姿的笔触，大悲大喜的激情，高瞻深睿的思想，活灵活现地讲述了发生在“高密东北乡”的一场可歌可泣的农民运动，一桩骇人听闻的酷刑，一段惊心动魄的爱情。 “檀香刑”是一种类似西方“桩刑”的酷刑，农民领袖不幸遭此大难。小说情节以女主人公眉娘与她的亲爹、干爹、公爹之间的恩恩怨怨，生生死死展开…… 这部小说是对魔幻现实主义和西方现代派小说的反动，更是对坊间流行的历史小说的快意叫板，全书具有民间文学那种雅俗共赏，人相传诵的生动性。作者用公然炫技的“凤头——猪肚——豹尾”的结构模式，将一个千头万绪的故事讲述得时而让人毛骨悚然，时而又让人柔情万种。
138,2850,战争与革命中的西南联大,本书由美国的易社强（John Israel）教授倾二十年之力写就，视角独树一帜。何炳棣先生称赞其为“迄今最佳联大校史”。《战争与革命中的西南联大》主体共有四部分，并有导言和结语。生动叙述了联大到昆明之前的经历，勾画了联大与云南社会以及当时政府之间的关系，对西南联大自身的历史、传统和精神渊源进行探讨，淋漓尽致地描摹了联大教师的风采，详细生动地再现了联大在昆明时期的生活。史料扎实，分析精湛，人物跃然纸上。《战争与革命中的西南联大》的出版，势必会令广大读者注目与着迷。
139,2870,骆驼祥子,《骆驼祥子》是老舍用同情的笔触描绘的一幕悲剧：二十年代的北京，一个勤劳、壮实的底层社会小人物怀着发家、奋斗的美好梦想，却最终为黑暗的暴风雨所吞噬。它揭示了当时“小人物”的奴隶心理和希望的最终破灭。随着祥子心爱的女人小福子的自杀，祥子熄灭了个人奋斗的最后一朵火花。这是旧中国老北京贫苦市民的典型命运。
140,2913,家庭日记,夫妇二人，两个小孩，还有爱犬一只。令你倍感亲切而熟悉的日常家庭生活。 毫无雕饰。至真、至纯、令人怦然心动。那些恍如昨日的美好瞬间，被父亲的照相机一一定格 “日本2006博客大奖”摄影大奖得主。 由日访问量高达7万的超人气博客整理而成。
141,3024,射雕英雄传,《射雕英雄传》是金庸的代表作之一，作于一九五七年到一九五九年，在《香港商报》连载。《射雕》中的人物个性单纯，郭靖诚朴厚重、黄蓉机智狡狯，读者容易印象深刻。这是中国传统小说和戏剧的特征，但不免缺乏人物内心世界的复杂性。由于人物性格单纯而情节热闹，所以《射雕》比较得到欢迎，被拍成各种语种的电影和电视剧在全球众多国家和地区热播。
