,movieId,title,genres,plot
451,1013,"Parent Trap, The (1961)",Children's|Drama,Teenage twin sisters swap places and scheme to reunite their divorced parents.
452,1014,Pollyanna (1960),Children's|Comedy|Drama,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.
453,1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,"A fun-loving American bulldog pup, a hilarious Himalayan cat, and a wise old golden retriever embark on a long trek through the rugged wilderness of the Sierra Nevada mountains in a quest to reach home and their beloved owners."
454,1016,"Shaggy Dog, The (1959)",Children's|Comedy,A teenage boy is cursed with periodically turning into an sheepdog.
455,1017,Swiss Family Robinson (1960),Adventure|Children's,A Swiss family must survive being shipwrecked on a deserted island.
456,1018,That Darn Cat! (1965),Children's|Comedy|Mystery,"After a kidnapped bank teller uses a neighbor's wandering cat to send an S.O.S., the F.B.I. assigns a cat-allergic Agent to the case."
457,1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo."
458,1020,Cool Runnings (1993),Comedy,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team."
459,1021,Angels in the Outfield (1994),Children's|Comedy,"When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible."
460,1022,Cinderella (1950),Animation|Children's|Musical,"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother."
461,1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,"Winnie the Pooh and his friends experience high winds, heavy rains, and a flood in Hundred Acre Wood."
462,1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,"Donald receives his birthday gifts, which include traditional gifts and information about Brazil (hosted by Zé Carioca) and Mexico (by Panchito, a Mexican Charro Rooster)."
463,1025,"Sword in the Stone, The (1963)",Animation|Children's,"A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history."
464,1027,Robin Hood: Prince of Thieves (1991),Drama,"When Robin and his Moorish companion come to England and the tyranny of the Sheriff of Nottingham, he decides to fight back as an outlaw."
465,1028,Mary Poppins (1964),Children's|Comedy|Musical,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
466,1029,Dumbo (1941),Animation|Children's|Musical,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential."
467,1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,An orphan boy and his magical dragon come to town with his abusive adoptive parents in pursuit.
468,1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,"An apprentice witch, three kids and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II."
469,1032,Alice in Wonderland (1951),Animation|Children's|Musical,Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.
470,1033,"Fox and the Hound, The (1981)",Animation|Children's,"A little fox named Tod, and Copper, a hound puppy, vow to be best buddies forever. But as Copper grows into a hunting dog, their unlikely friendship faces the ultimate test."
471,1034,Freeway (1996),Crime,"A twisted take on ""Little Red Riding Hood"", with a teenage juvenile delinquent on the run from a social worker travelling to her grandmother's house and being hounded by a charming, but sadistic, serial killer and pedophile."
472,1035,"Sound of Music, The (1965)",Musical,A woman leaves an Austrian convent to become a governess to the children of a Naval officer widower.
473,1036,Die Hard (1988),Action|Thriller,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.
474,1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,A simple man is turned into a genius through the application of computer science.
475,1041,Secrets & Lies (1996),Drama,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London."
476,1042,That Thing You Do! (1996),Comedy,"A local Pennsylvania band scores a one-hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from their manager."
477,1046,Beautiful Thing (1996),Drama|Romance,"Jamie is a shy teenager, often bullied at school. His neighbour Ste has a rough time at home, being beaten by his father and brother. This issues bring them together and they find that what they feel for each other is more than friendship."
478,1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,"Samantha Caine lives in a small town with her daughter. Eight years ago she emerged, two months pregnant, from a nearby river with no memory of her past or who she is. However, she's getting closer to finding out about her past."
479,1049,"Ghost and the Darkness, The (1996)",Action|Adventure,A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.
480,1050,Looking for Richard (1996),Documentary|Drama,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III."""
481,1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,A New York girl sets her father up with a beautiful woman in a troubled marriage while her stepsister gets engaged.
482,1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.
483,1060,Swingers (1996),Comedy|Drama,"A wannabe actor has a hard time moving on from a break-up, but he is lucky to have supportive friends."
484,1061,Sleepers (1996),Crime|Drama,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge."
485,1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,"The King of Thieves disrupts Aladdin and Jasmine's long-anticipated wedding, looking for an oracle that will lead him to an even bigger treasure. His true identity causes trouble for Aladdin."
486,1066,Shall We Dance? (1937),Comedy|Musical|Romance,"A ballet dancer and a showgirl fake a marriage for publicity purposes, then fall in love."
487,1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,"After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit."
488,1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.
489,1077,Sleeper (1973),Comedy|Sci-Fi,A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.
490,1078,Bananas (1971),Comedy|War,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion."
491,1079,"Fish Called Wanda, A (1988)",Comedy,"In London, four very different people team up to commit armed robbery, then try to doublecross each other for the loot."
492,1080,Monty Python's Life of Brian (1979),Comedy,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah."
493,1081,Victor/Victoria (1982),Comedy|Musical,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life."
494,1082,"Candidate, The (1972)",Drama,"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment."
495,1083,"Great Race, The (1965)",Comedy|Musical,"In the early 20th century, two rivals, the heroic Leslie and the despicable Professor Fate, engage in an epic automobile race from New York to Paris."
496,1084,Bonnie and Clyde (1967),Crime|Drama,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks."
497,1085,"Old Man and the Sea, The (1958)",Adventure|Drama,An old Cuban fisherman's dry spell is broken when he hooks a gigantic fish that drags him out to sea.
498,1086,Dial M for Murder (1954),Mystery|Thriller,A former tennis player tries to arrange his wife's murder after learning of her affair.
499,1088,Dirty Dancing (1987),Musical|Romance,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle."
500,1089,Reservoir Dogs (1992),Crime|Thriller,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant."
501,1090,Platoon (1986),Drama|War,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict."
502,1091,Weekend at Bernie's (1989),Comedy,"Two losers try to pretend that their murdered employer is really alive, leading the hitman to attempt to track him down to finish him off."
503,1092,Basic Instinct (1992),Mystery|Thriller,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.
504,1093,"Doors, The (1991)",Drama|Musical,"The story of the famous and influential 1960s rock band The Doors and its lead singer and composer, Jim Morrison, from his days as a UCLA film student in Los Angeles, to his untimely death in Paris, France at age 27 in 1971."
505,1094,"Crying Game, The (1992)",Drama|Romance|War,"A British soldier kidnapped by IRA terrorists soon befriends one of his captors, who then becomes drawn into the soldier's world."
506,1095,Glengarry Glen Ross (1992),Drama,An examination of the machinations behind the scenes at a real estate office.
507,1096,Sophie's Choice (1982),Drama,"Sophie is the survivor of Nazi concentration camps, who has found a reason to live with Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust."
508,1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.
509,1099,"Christmas Carol, A (1938)",Drama,An elderly miser learns the error of his ways on Christmas Eve.
510,1100,Days of Thunder (1990),Action|Romance,A young hot-shot stock car driver gets his chance to compete at the top level.
511,1101,Top Gun (1986),Action|Romance,"As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom."
512,1103,Rebel Without a Cause (1955),Drama,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies."
513,1104,"Streetcar Named Desire, A (1951)",Drama,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.
514,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,A documentary on insect life in meadows and ponds.
515,1120,"People vs. Larry Flynt, The (1996)",Drama,"The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech."
516,1124,On Golden Pond (1981),Drama,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms."
517,1125,"Return of the Pink Panther, The (1974)",Comedy,"Inspector Jacque Clouseau (Peter Sellers) is put on the case when the Pink Panther diamond is stolen, with the Phantom's trademark glove the only clue."
518,1126,Drop Dead Fred (1991),Comedy|Fantasy,A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.
519,1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.
520,1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him."
521,1130,"Howling, The (1980)",Horror,"After a bizarre and near deadly encounter with a serial killer, a television newswoman is sent to a remote mountain resort whose residents may not be what they seem."
522,1131,Jean de Florette (1986),Drama,A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.
523,1132,Manon of the Spring (Manon des sources) (1986),Drama,A beautiful but shy shepherdess plots vengeance on the men whose greedy conspiracy to acquire her father's land caused his death years earlier.
524,1135,Private Benjamin (1980),Comedy,A sheltered young high-society woman joins the United States Army on a whim and finds herself in a trickier situation than she ever expected.
525,1136,Monty Python and the Holy Grail (1974),Comedy,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles."
526,1147,When We Were Kings (1996),Documentary,"A documentary of the 1974 heavyweight championship bout in Zaire, ""The Rumble in the Jungle,"" between champion George Foreman and underdog challenger Muhammad Ali."
527,1148,"Wrong Trousers, The (1993)",Animation|Comedy,"Wallace lets out his spare room to a penguin. The penguin and Gromit, Wallace's dog, immediately don't see eye-to-eye. Meanwhile, Wallace has invented a giant pair of robotic trousers, designed to take Gromit for walks."
528,1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,"In medieval France, some villagers challenge a man's claim of identity when he (as he says) returns home from some time in the army."
529,1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,"In 1924, Oskar Matzerath is born in the Free City of Danzig. At age three, he falls down a flight of stairs and stops growing. In 1939, World War II breaks out."
530,1162,"Ruling Class, The (1972)",Comedy,"A member of the House of Lords dies, leaving his estate to his son. Unfortunately, his son thinks he is Jesus Christ. The other, somewhat more respectable, members of their family plot to steal the estate from him. Murder and mayhem ensue."
531,1171,Bob Roberts (1992),Comedy,"A conservative folk singer turns his hand to politics, running for the US Senate. He is not above dirty tricks and smear campaigns to gain an advantage over his opponent."
532,1172,Cinema Paradiso (1988),Comedy|Drama|Romance,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.
533,1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,"At Le Hollandais gourmet restaurant, every night is filled with opulence, decadence and gluttony. But when the cook, a thief, his wife and her lover all come together, they unleash a shocking torrent of sex, food, murder and revenge."
534,1175,Delicatessen (1991),Comedy|Sci-Fi,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.
535,1176,"Double Life of Veronique, The (La Double Vie de V�ronique) (1991)",Drama,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected."
536,1177,Enchanted April (1991),Drama,"Four English women, after World War I, who are unhappy with their lives, and their time away on vacation in a beautiful Italian villa."
537,1178,Paths of Glory (1957),Drama|War,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them."
538,1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,"A small-time conman has torn loyalties between his estranged mother and new girlfriend, both of whom are high-stakes grifters with their own angles to play."
539,1180,Hear My Song (1991),Comedy,The owner of a failing club seeks infamous Irish singer Josef Locke in order to bring business and success to his club.
540,1183,"English Patient, The (1996)",Drama|Romance|War,"At the close of World War II, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair."
541,1184,Mediterraneo (1991),Comedy|War,"In WW2, an Italian Army unit of misfits occupies an isolated non-strategic Greek island for the duration of the war."
542,1185,My Left Foot (1989),Drama,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot."
543,1186,"Sex, Lies, and Videotape (1989)",Drama,A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.
544,1187,Passion Fish (1992),Drama,"After an accident leaves her a paraplegic, a former soap opera star struggles to recover both emotionally and mentally, until she meets her newest nurse, who has struggles of her own."
545,1188,Strictly Ballroom (1992),Comedy|Romance,A maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner.
546,1189,"Thin Blue Line, The (1988)",Documentary,"A film that successfully argued that a man was wrongly convicted for murder by a corrupt justice system in Dallas County, Texas."
547,1190,Tie Me Up! Tie Me Down! (1990),Drama,An unbalanced but alluring former mental patient takes a porn star prisoner in the hopes of convincing her to marry him.
548,1191,Madonna: Truth or Dare (1991),Documentary,Documentary following singer Madonna on her controversial Blond Ambition tour in 1990.
549,1192,Paris Is Burning (1990),Documentary,"A chronicle of New York's drag scene in the 1980s, focusing on balls, voguing and the ambitions and dreams of those who gave the era its warmth and vitality."
550,1193,One Flew Over the Cuckoo's Nest (1975),Drama,"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients."
551,1194,Up in Smoke (1978),Comedy,"Two stoners unknowingly smuggle a van - made entirely of marijuana - from Mexico to L.A., with incompetent Sgt. Stedenko on their trail."
552,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader and a bounty hunter named Boba Fett all over the galaxy."
553,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love."
554,1198,Raiders of the Lost Ark (1981),Action|Adventure,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers."
555,1199,Brazil (1985),Sci-Fi,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.
556,1200,Aliens (1986),Action|Sci-Fi|Thriller|War,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators."
557,1201,"Good, The Bad and The Ugly, The (1966)",Action|Western,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.
558,1202,Withnail and I (1987),Comedy,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous."
559,1203,12 Angry Men (1957),Drama,A jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.
560,1204,Lawrence of Arabia (1962),Adventure|War,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks."
561,1205,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War,"The Autobots must stop a colossal planet consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons."
562,1206,"Clockwork Orange, A (1971)",Sci-Fi,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned."
563,1207,To Kill a Mockingbird (1962),Drama,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice."
564,1208,Apocalypse Now (1979),Drama|War,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.
565,1209,Once Upon a Time in the West (1969),Western,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.
566,1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap."
567,1211,Wings of Desire (Der Himmel �ber Berlin) (1987),Comedy|Drama|Romance,An angel tires of overseeing human activity and wishes to become human when he falls in love with a mortal.
568,1212,"Third Man, The (1949)",Mystery|Thriller,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime."
569,1213,GoodFellas (1990),Crime|Drama,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate."
570,1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,"After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has merely begun."
571,1215,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,"A sardonic hardware store clerk is accidentally transported to 1300 A.D., where he must retrieve the Necronomicon and battle an army of the dead so he can return home."
572,1216,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance,"The rivalry between Enzo and Jacques, two childhood friends and now world-renowned free divers, becomes a beautiful and perilous journey into oneself and the unknown."
573,1217,Ran (1985),Drama|War,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him."
574,1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.
575,1219,Psycho (1960),Horror|Thriller,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother."
576,1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,"Jake Blues, just released from prison, puts together his old band to save the Catholic home where he and his brother Elwood were raised."
577,1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate."
578,1222,Full Metal Jacket (1987),Action|Drama|War,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.
579,1223,"Grand Day Out, A (1992)",Animation|Comedy,"Wallace takes a break from trying to decide on a holiday destination only to find he has no cheese for his crackers. The solution to both problems is a trip to the moon, with dog Gromit, because everybody knows the moon's made of cheese."
580,1224,Henry V (1989),Drama|War,"In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415."
581,1225,Amadeus (1984),Drama,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him."
582,1226,"Quiet Man, The (1952)",Comedy|Romance,"A retired American boxer returns to the village of his birth in Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union."
583,1227,Once Upon a Time in America (1984),Crime|Drama|Thriller,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life."
584,1228,Raging Bull (1980),Drama,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it."
585,1230,Annie Hall (1977),Comedy|Romance,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages."
586,1231,"Right Stuff, The (1983)",Drama,"The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program."
587,1232,Stalker (1979),Mystery|Sci-Fi,A guide leads two men through an area known as the Zone to find a room that grants wishes.
588,1233,"Boat, The (Das Boot) (1981)",Action|Drama|War,"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror."
589,1234,"Sting, The (1973)",Comedy|Crime,Two grifters team up to pull off the ultimate con.
590,1235,Harold and Maude (1971),Comedy,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral."
591,1236,Trust (1990),Comedy|Drama,"After being thrown out of her house, Maria encounters a married woman who complains of not having children. Maria ends up in an abandoned house, where she meets Matthew. When a baby is kidnapped Maria sets out to find the woman."
592,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,"A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague."
593,1238,Local Hero (1983),Comedy,"An American oil company has plans for a new refinery and sends someone to Scotland to buy up an entire village, but things don't go as expected."
594,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation."
595,1241,Braindead (1992),Comedy|Horror,"A young man's mother is bitten by a Sumatran rat-monkey. She gets sick and dies, at which time she comes back to life, killing and eating dogs, nurses, friends, and neighbors."
596,1242,Glory (1989),Action|Drama|War,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates."
597,1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,Two minor characters from the play 'Hamlet' stumble around unaware of their scripted lives and unable to deviate from them.
598,1244,Manhattan (1979),Comedy|Drama|Romance,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.
599,1245,Miller's Crossing (1990),Drama,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties."
600,1246,Dead Poets Society (1989),Drama,Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.
601,1247,"Graduate, The (1967)",Drama|Romance,A disillusioned college graduate finds himself torn between his older lover and her daughter.
602,1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town."
603,1249,Nikita (La Femme Nikita) (1990),Thriller,"Convicted felon Nikita, instead of going to jail, is given a new identity and trained, stylishly, as a top secret spy/assassin."
604,1250,"Bridge on the River Kwai, The (1957)",Drama|War,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors, not knowing that the allied forces are planning to destroy it."
605,1251,8 1/2 (1963),Drama,A harried movie director retreats into his memories and fantasies.
606,1252,Chinatown (1974),Film-Noir|Mystery|Thriller,"A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder."
607,1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,An alien lands and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.
608,1254,"Treasure of the Sierra Madre, The (1948)",Adventure,Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.
609,1255,Bad Taste (1987),Comedy|Horror,The population of a small town disappears and is replaced by aliens that chase human flesh for their intergalactic fast-food chain.
610,1256,Duck Soup (1933),Comedy|War,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.
611,1257,Better Off Dead... (1985),Comedy,"After his girlfriend ditches him for a boorish ski jock, Lane decides that suicide is the only answer. However, his increasingly inept attempts bring him only more agony and embarrassment. Filled with the wildest teen nightmares."
612,1258,"Shining, The (1980)",Horror,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future."
613,1259,Stand by Me (1986),Adventure|Comedy|Drama,"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy."
614,1260,M (1931),Crime|Film-Noir|Thriller,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt."
615,1261,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.
616,1262,"Great Escape, The (1963)",Adventure|War,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.
617,1263,"Deer Hunter, The (1978)",Drama|War,An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.
618,1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,"Two tapes, two Parisian mob killers, one corrupt policeman, an opera fan, a teenage thief, and the coolest philosopher ever filmed all twist their way through an intricate and stylish French-language thriller."
619,1265,Groundhog Day (1993),Comedy|Romance,A weatherman finds himself inexplicably living the same day over and over again.
620,1266,Unforgiven (1992),Western,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid."""
621,1267,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,A former prisoner of war is brainwashed as an unwitting assassin for an international Communist conspiracy.
622,1268,Pump Up the Volume (1990),Drama,Mark runs a pirate radio station and causes an uproar when he speaks his mind and enthralls fellow teens.
623,1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,A writer of books on the futility of marriage risks his reputation when he decides to get married. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.
624,1270,Back to the Future (1985),Comedy|Sci-Fi,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown."
625,1271,Fried Green Tomatoes (1991),Drama,A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.
626,1272,Patton (1970),Drama|War,The World War II phase of the career of controversial American general George S. Patton.
627,1273,Down by Law (1986),Comedy|Drama,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state."
628,1274,Akira (1988),Adventure|Animation|Sci-Fi|Thriller,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by two teenagers and a group of psychics.
